user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count
2590528190,1406744072488833024,2021-06-20T22:41:37Z,hchsh_,"암수 쥐 두마리를 째서 물리적으로 연결함 혈액공유가 되도록
수컷쥐에게 인공자궁 이식&gt;임신. 암컷도 임신
임신한 암컷에게 수컷이 임신중 필요한 호르몬을 혈액공유를 통해 얻음(.....)&gt;수컷 출산 성공
정신나감?? https://t.co/GzD726EvSM",Twitter for Android,145,NA,NA,NA,FALSE,TRUE,0
1237937973632499712,1406742288269598724,2021-06-20T22:34:32Z,Hard__as,이제는 여자가 여혐 패는 것도 시비임? 그걸 그리는 사람은 가만히 올린 거고 여혐 패는 건 음침한 거고...? 혐오가 덕지덕지 묻었으니까 빻았다고 하죠 여자끼리 사랑했다고 누가 패요 지금 저분이 말하는 맛있는 백합에 출산을 꼴림요소로 쓰는 게 있고 꾸밈노동이 자기만족이라는 대사가 있는데!!! https://t.co/hOtlm9Qdop,Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0
1251182124385726465,1406742178953498626,2021-06-20T22:34:06Z,daydream_0813,이제는 여자가 여혐 패는 것도 시비임? 그걸 그리는 사람은 가만히 올린 거고 여혐 패는 건 음침한 거고...? 혐오가 덕지덕지 묻었으니까 빻았다고 하죠 여자끼리 사랑했다고 누가 패요 지금 저분이 말하는 맛있는 백합에 출산을 꼴림요소로 쓰는 게 있고 꾸밈노동이 자기만족이라는 대사가 있는데!!! https://t.co/hOtlm9Qdop,Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0
1352866477725032449,1406741011213082628,2021-06-20T22:29:27Z,name_rps,"이제 대망의 출산날 태동 시작된 팡 보고 바로 구급차 부르고 손 꼬옥 잡고있는 녘
팡은 ""미녁..미녀가..ㄴ나..아파..""그러고
미녁이는 ""괜찮아 괜찮아""그러고 팡 안심시키겠지..",Twitter for Android,100,1406740371128741895,1352866477725032449,name_rps,FALSE,FALSE,0
822329310916710400,1406740813200035840,2021-06-20T22:28:40Z,whwjdgml76,"#입양홍보 보림/6개월추정암컷/중성화완/공리분 따님이 아파트 계단에서 발견하여 방사하려니 임신,출산 반복할 것 같아 쉼터로 오게 되었어요 겁이 많아 구석에서 지내고 있지만 먹을건 잘 받아먹어요😸 충분한 시간이 필요한 아가입니다. 사진보단 실물! 예쁜 보림이의 가족이 되어주세요❤ https://t.co/4y3Lv5VZya",Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0
822329310916710400,1405496624256892929,2021-06-17T12:04:42Z,whwjdgml76,"오늘이 마지막날이구 50프로 좀 넘었어요ㅠㅠ

품종묘라 미안해... '끝 없는 출산＂ (출처 : 품종묘라 미안해... '끝 없는 출산＂ | 네이버 해피빈) https://t.co/5dBSInkA4m",Twitter for Android,127,NA,NA,NA,FALSE,TRUE,0
822329310916710400,1405881509370908677,2021-06-18T13:34:06Z,whwjdgml76,"왜인지 계속 치즈사리 추가요, 추가요, 추가요~~!느낌인데요, 이제 진짜 4마리가 끝 입니다...
어미인 사슴이가 초산이라 그런지 출산 터를 잘못잡아서 태어나자마자 지게차로 치일뻔해, 태어난지 3일차에 잠깐 만났었습니다..🥲
몇마린지 확인해서...진짜 더이상 없어요..... https://t.co/W8dQFERRpw",Twitter for Android,140,NA,NA,NA,FALSE,TRUE,0
948166774016507904,1406739482812944386,2021-06-20T22:23:23Z,koronarita,한국에서는 유전병 있는 사람을 강제 불임화해왔고 이게 금지된게 채 25년이 안되는데 유전병 때문에 임신/출산 하면 안된다는 사람들 보면 정말 우생학은 아직도 없어지지 않았구나 싶어서 토나옴,Twitter for Android,120,NA,NA,NA,FALSE,TRUE,0
3030979366,1406739083968212992,2021-06-20T22:21:48Z,tokkisantokki,"""조산원 출산 이후 14살 된 딸...숨만 쉴 뿐""...'아기 할매'는 벌금형https://t.co/ABSz24f6FK",Twitter for iPhone,77,NA,NA,NA,FALSE,TRUE,0
1312520356477820928,1406731632493555713,2021-06-20T21:52:11Z,truthkks,"지난해 코로나19 영향
&gt;&gt;서울 내 식품과 생활·건강용품 택배 물동량이 대폭 늘었다는 분석 결과

반면 출산율 저하 영향
&gt;&gt;출산·육아용품 물동량은 유일하게 감소

https://t.co/iVvNTThYrs",Twitter for Android,127,NA,NA,NA,FALSE,FALSE,1
